network_year,node_id,node_type,country,city,lat,lng,pop_2026,pop_bracket,activation_year,outbound_lanes,inbound_lanes
2028,PORT_NL_rotterdam,PORT,NL,Rotterdam,51.9225,4.47917,,,2027,2,0
2028,CAND_DE_koeln,DC,DE,Koeln,50.9333,6.95,,,2027,82,2
2028,CAND_PL_lodz,DC,PL,Lodz,51.7706,19.4739,,,2028,72,2
2028,METRO_BE_brussels,PERI_URBAN_HUB,BE,Brussels,50.8504,4.34878,2150320.0,1M+,2027,35,36
2028,METRO_BE_antwerp,PERI_URBAN_HUB,BE,Antwerp,51.2199,4.40346,1068660.0,1M+,2027,37,38
2028,METRO_BE_liege,PERI_URBAN_HUB,BE,Liege,50.6337,5.56749,690769.0,250K-1M,2027,42,43
2028,METRO_BE_gent,PERI_URBAN_HUB,BE,Gent,51.05,3.71667,480931.0,250K-1M,2027,32,33
2028,METRO_BE_charleroi,PERI_URBAN_HUB,BE,Charleroi,50.4114,4.44448,420510.0,250K-1M,2027,35,36
2028,METRO_DE_berlin,PERI_URBAN_HUB,DE,Berlin,52.5244,13.4105,3584240.0,1M+,2027,25,27
2028,METRO_DE_hamburg,PERI_URBAN_HUB,DE,Hamburg,53.5753,10.0153,1788890.0,1M+,2027,31,33
2028,METRO_DE_munich,PERI_URBAN_HUB,DE,Munich,48.1374,11.5755,1596050.0,1M+,2027,6,8
2028,METRO_DE_frankfurt_am_main,PERI_URBAN_HUB,DE,Frankfurt am Main,50.1155,8.68417,650000.0,250K-1M,2027,40,42
2028,METRO_DE_duesseldorf,PERI_URBAN_HUB,DE,Duesseldorf,51.2217,6.77616,644190.0,250K-1M,2027,46,47
2028,METRO_DE_stuttgart,PERI_URBAN_HUB,DE,Stuttgart,48.7823,9.17702,637629.0,250K-1M,2027,14,16
2028,METRO_DE_leipzig,PERI_URBAN_HUB,DE,Leipzig,51.3396,12.3713,610953.0,250K-1M,2027,23,25
2028,METRO_DE_dresden,PERI_URBAN_HUB,DE,Dresden,51.0509,13.7383,596191.0,250K-1M,2027,14,16
2028,METRO_DE_dortmund,PERI_URBAN_HUB,DE,Dortmund,51.5149,7.466,590940.0,250K-1M,2027,56,58
2028,METRO_DE_essen,PERI_URBAN_HUB,DE,Essen,51.4566,7.01228,580921.0,250K-1M,2027,46,47
2028,METRO_DE_bremen,PERI_URBAN_HUB,DE,Bremen,53.0752,8.80777,569691.0,250K-1M,2027,43,45
2028,METRO_DE_hannover,PERI_URBAN_HUB,DE,Hannover,52.3705,9.73322,539317.0,250K-1M,2027,46,48
2028,METRO_DE_duisburg,PERI_URBAN_HUB,DE,Duisburg,51.4325,6.76516,530435.0,250K-1M,2027,45,46
2028,METRO_DE_nuernberg,PERI_URBAN_HUB,DE,Nuernberg,49.4542,11.0775,499237.0,250K-1M,2027,17,19
2028,METRO_DE_wandsbek,PERI_URBAN_HUB,DE,Wandsbek,53.5833,10.083,411422.0,250K-1M,2027,32,34
2028,METRO_DE_bochum,PERI_URBAN_HUB,DE,Bochum,51.4817,7.21648,382931.0,250K-1M,2027,51,52
2028,METRO_DE_bochum_hordel,PERI_URBAN_HUB,DE,Bochum-Hordel,51.5017,7.1756,380000.0,250K-1M,2027,51,52
2028,METRO_DE_mannheim,PERI_URBAN_HUB,DE,Mannheim,49.4891,8.46694,349187.0,250K-1M,2027,34,36
2028,METRO_DE_wuppertal,PERI_URBAN_HUB,DE,Wuppertal,51.2563,7.14816,348295.0,250K-1M,2027,46,47
2028,METRO_DE_bielefeld,PERI_URBAN_HUB,DE,Bielefeld,52.0333,8.53333,334894.0,250K-1M,2027,54,56
2028,METRO_DE_karlsruhe,PERI_URBAN_HUB,DE,Karlsruhe,49.0094,8.40444,324477.0,250K-1M,2027,32,33
2028,METRO_DE_bonn,PERI_URBAN_HUB,DE,Bonn,50.7344,7.09549,320613.0,250K-1M,2027,47,48
2028,METRO_DE_marienthal,PERI_URBAN_HUB,DE,Marienthal,53.5667,10.0833,287101.0,250K-1M,2027,32,34
2028,METRO_DE_hamburg_nord,PERI_URBAN_HUB,DE,Hamburg-Nord,53.5894,9.984,280000.0,250K-1M,2027,33,35
2028,METRO_DE_wiesbaden,PERI_URBAN_HUB,DE,Wiesbaden,50.0826,8.24932,272432.0,250K-1M,2027,42,44
2028,METRO_DE_muenster,PERI_URBAN_HUB,DE,Muenster,51.9624,7.62571,270184.0,250K-1M,2027,55,57
2028,METRO_DE_gelsenkirchen,PERI_URBAN_HUB,DE,Gelsenkirchen,51.5051,7.09654,270028.0,250K-1M,2027,48,49
2028,METRO_DE_aachen,PERI_URBAN_HUB,DE,Aachen,50.7766,6.08342,265208.0,250K-1M,2027,42,43
2028,METRO_DE_moenchengladbach,PERI_URBAN_HUB,DE,Moenchengladbach,51.1854,6.44172,261742.0,250K-1M,2027,44,45
2028,METRO_DE_augsburg,PERI_URBAN_HUB,DE,Augsburg,48.3715,10.8985,259196.0,250K-1M,2027,10,12
2028,METRO_DE_eimsbuettel,PERI_URBAN_HUB,DE,Eimsbuettel,53.5742,9.95679,251907.0,250K-1M,2027,34,36
2028,METRO_DE_altona,PERI_URBAN_HUB,DE,Altona,53.55,9.93333,250192.0,250K-1M,2027,34,36
2028,METRO_DE_chemnitz,PERI_URBAN_HUB,DE,Chemnitz,50.8357,12.9292,247220.0,<250K,2027,13,15
2028,METRO_DE_braunschweig,PERI_URBAN_HUB,DE,Braunschweig,52.2659,10.5267,244715.0,<250K,2027,47,49
2028,METRO_DE_krefeld,PERI_URBAN_HUB,DE,Krefeld,51.3364,6.55381,237984.0,<250K,2027,45,46
2028,METRO_DE_halle_saale,PERI_URBAN_HUB,DE,Halle (Saale),51.4816,11.9795,234107.0,<250K,2027,28,30
2028,METRO_DE_hamburg_mitte,PERI_URBAN_HUB,DE,Hamburg-Mitte,53.55,10.0167,233144.0,<250K,2027,34,36
2028,METRO_DE_kiel,PERI_URBAN_HUB,DE,Kiel,54.3213,10.1349,232758.0,<250K,2027,23,25
2028,METRO_DE_magdeburg,PERI_URBAN_HUB,DE,Magdeburg,52.1277,11.6292,229826.0,<250K,2027,31,33
2028,METRO_DE_neue_neustadt,PERI_URBAN_HUB,DE,Neue Neustadt,52.15,11.6333,226851.0,<250K,2027,30,32
2028,METRO_DE_oberhausen,PERI_URBAN_HUB,DE,Oberhausen,51.4781,6.8625,219176.0,<250K,2027,46,47
2028,METRO_DE_freiburg,PERI_URBAN_HUB,DE,Freiburg,47.9959,7.85222,215966.0,<250K,2027,11,12
